cluster_id,cluster_name,cluster_ra,cluster_dec,source_rank,source_ra,source_dec,separation_arcmin,peak_flux_mJy_beam,total_flux_mJy,major_axis_arcsec,minor_axis_arcsec,resolved,s_code
4,A401,44.74,13.58,21,44.69471867411654,13.660042496444015,5.4805661105037835,0.6438890980341684,3.738477925236043,27.754143989619177,16.952108350347064,U,S
4,A401,44.74,13.58,22,44.74254093091731,13.487238641481818,5.567654857315087,0.5503270972409986,0.8619673390614921,13.888098262115594,9.138140440843046,U,S
4,A401,44.74,13.58,23,44.68285209289995,13.654820384212512,5.590938360826966,0.7881832873127308,2.078304556908507,20.081403628870945,10.64032871051396,U,S
4,A401,44.74,13.58,24,44.7835268651979,13.496082849721393,5.638996198963535,0.8176384120152627,1.4969475814721325,13.545809510263672,10.951448161374737,U,S
4,A401,44.74,13.58,25,44.63759394698416,13.572809279773633,5.988238449562098,1.0994141922874272,60.88990187664935,84.29940034662876,53.23671953930907,U,S
4,A401,44.74,13.58,26,44.81027035110503,13.655089461822136,6.090112449717159,1.7325366363273413,2.987247936979909,13.3695627410439,10.4504454054203,U,S
4,A401,44.74,13.58,27,44.823029718083944,13.643795464316959,6.17211975899654,0.5951643577803711,2.4873364420813706,24.104657764449424,14.049377210454132,U,S
4,A401,44.74,13.58,28,44.68506347631911,13.490643613441543,6.246131621654356,0.5918348878339088,1.2981410165459015,18.292882096081737,9.715666776505943,U,S
4,A401,44.74,13.58,29,44.63387094034107,13.59602701744871,6.263766210352273,1.1518352165081798,5.56907071398548,27.85559740595448,14.064901578916487,U,S
4,A401,44.74,13.58,30,44.7462480136794,13.686385878755926,6.393541004271525,1.5177177760703793,3.8343024871185243,20.10149132192175,10.18447925694022,U,S
4,A401,44.74,13.58,31,44.629713264800564,13.58528100412479,6.439935274718473,1.860326896953556,8.004999392920233,14.967768444998427,7.381431108078468,R,M
4,A401,44.74,13.58,32,44.66474126565657,13.496345121118416,6.668274996001863,0.6984023551390303,3.5777649361927324,19.24028259467555,6.157902345685259,R,M
4,A401,44.74,13.58,33,44.623516731676375,13.551846169472153,7.000859826799725,444.64189720459245,2759.0224556069347,199.20267444663673,29.58872912314842,R,M
